AtGeneID,At_RT_35S,At_RT_V,At_RT_EN,At_MZ,At_EP,At_PH,At_MCO,At_COR
AT5G09670,694.32,424.69,429.06,372.06,248.2,221,396.13,516.78
AT5G09690,88.66,318.05,269.36,117.37,379.9,389.08,407.22,171.92
AT5G09710,53.16,58.57,53.85,54.18,89.62,92.92,103.83,73.17
AT5G09740,108.98,122.19,117.31,167.76,151.75,183.97,127,158.68
AT5G09760,603.59,690.97,447.6,516.74,487.68,434,373.93,178.94
AT5G09770,122.77,156.74,132.23,281.07,228.41,213.25,310.27,92.11
AT5G09800,45.78,39.24,54.4,54.87,40.76,37.15,38.2,40.08
AT5G09810,7744.31,3892.9,4112.1,8928.21,4157.03,7073.87,3430.96,6232.45
AT5G09820,41.17,40.85,41.23,36.95,43.49,35.36,40.74,30.69
AT5G09830,96.3,156.94,86.07,443.21,500.05,446.4,419.54,409.97
AT5G09840,21.22,20.51,24.48,35.71,21.59,25.01,25.3,21.5
AT5G09850,353.21,377.08,299.46,360.93,355.74,328.55,394.19,494.11
AT5G09860,191.41,270.64,305.79,223.94,217.98,220.43,162.67,169.25
AT5G09870,246.29,319.93,543.42,508.84,523.49,494.98,566.74,1189.86
AT5G09880,640.82,1532.71,1664.36,201.94,877.59,569.14,802.27,329.76
AT5G09890,405.38,556.61,517.61,506.09,356.8,337.71,420.78,1008.35
AT5G09900,1406.22,1313.63,1265.06,1332.61,901.92,951.39,739.11,996.93
AT5G09920,207.69,94.6,125.36,481.1,568.98,535.98,466.53,403.84
AT5G09960,237.53,298.68,245.18,470.75,540.8,396.46,515.86,404.21
AT5G09970,21.47,23.68,21.69,21.96,21.62,24.18,21.45,22.07
AT5G09980,39.9,43.53,28.47,35.55,32.5,29.05,40.77,35.88
AT5G09995,73.52,71.69,61.8,51.85,50.16,39.81,38.52,39.07
AT5G10010,245.85,194.1,183.74,331.09,294.59,338.31,266.6,236.57
AT5G10020,283.51,195.05,210.06,274.35,165.2,181.58,119.41,188.54
AT5G10030,117.97,229.3,104.46,224.6,191.22,202.32,212.48,285.74
AT5G10040,19.43,22.54,22.57,18.59,25.76,21.19,28.97,20.55
AT5G10070,194.65,149.73,146.36,351.1,296.73,368.39,315.51,398.98
AT5G10100,52.34,51.93,55.1,54,77.16,100.54,57.05,62.88
AT5G10120,18.67,17.7,19.54,19.37,18.78,19.81,18.23,20.04
AT5G10130,1500.11,282.27,264.93,940.99,256.13,203.54,481.36,81.68
AT5G10140,46.17,20.29,22.4,93.07,49.47,62.17,24.59,52.52
AT5G10160,111.21,198.32,237.9,316.55,237.54,258.19,377.07,287.69
AT5G10170,779.63,323.79,333.86,1010.97,1475.85,4480.16,351.22,433.03
AT5G10180,139.46,169.65,72.59,335.2,191.88,86.48,144.62,74.64
AT5G10190,61.31,110.14,90.44,94.1,99.68,78.54,110.72,101.23
AT5G10210,29.52,24.82,21.91,56.32,31.86,26.67,32.88,23.45
AT5G10230,135.13,150.8,646.31,242.23,230.17,190.42,277.16,61.3
AT5G10240,571.8,495.08,767.37,453.3,391.66,438.74,403.95,439.73
AT5G10250,20.52,21.13,20.61,18.92,19.25,18.97,21.39,18.88
AT5G10260,25.53,30.96,31.51,22.36,25.44,25.44,39.45,30.67
AT5G10270,196.74,202.7,274.67,231.28,224.36,284.34,222.55,183.39
AT5G10280,160.43,268.59,469.7,140.96,184.11,190.79,224.06,158.07
AT5G10290,318.4,338.83,156.73,696.43,497.56,399.36,316.76,778.77
AT5G10300,238.4,189.6,206.59,152.61,185.2,111.89,122.66,162.32
AT5G10310,29.18,31.37,34.85,23.82,32.15,22.48,24.82,23.79
AT5G10320,51.32,38.96,31.15,40.98,44.97,38.56,48.38,27.04
AT5G10350,270.3,418.47,352.68,316.14,420.46,261.92,556.19,162.54
AT5G10360,3298.35,3233.42,4964.62,4670.52,3249.2,3623.34,4703.59,2962.53
AT5G10370,189.96,172.11,328.09,177.2,171.09,193.88,208.44,177.35
AT5G10380,31.07,30.97,31.61,21.31,28.06,20.89,26.85,28.21
AT5G10390,572.89,552.95,323.4,1011.37,637.74,355,779.31,279.99
AT5G10400,44.08,89.88,50.44,223.67,187.14,105.2,249.01,94.25
AT5G10430,1745.48,2948.28,1778.17,1172.26,1874.61,1476.81,2518.3,3418.01
AT5G10450,2683.3,2311.91,1554.4,3791.6,2128.69,2759.02,2080.77,3854.48
AT5G10460,239.61,129.62,129.15,370.12,224.88,265.34,180.89,301.4
AT5G10470,210.61,260.61,477.31,145.41,208.81,170.29,205.44,278.86
AT5G10480,973.06,727.66,1381.45,574.58,488.53,433.4,550.69,451.37
AT5G10490,147.36,150.82,202.55,120.86,169.81,171.28,163.29,146.02
AT5G10510,94.25,130.22,174.25,34.41,43.27,32.86,37.13,31.36
AT5G10520,388.1,256.79,529.04,188.8,203.98,159.04,238.64,206.78
AT5G10530,23.75,42.22,28.72,17.89,26.71,23.88,31.28,18.52
AT5G10540,1004.46,551.21,778.23,609.52,392.81,508.17,421.18,532.25
AT5G10550,144.86,535.47,199.74,447,415.01,458.79,376.61,417.81
AT5G10560,676.36,607.75,770.7,702.97,533.63,475.59,572.24,1076.69
AT5G10580,971.16,589.6,408.15,1712.5,278.8,336.25,370.51,142.69
AT5G10610,107.94,132.44,107.01,116.21,95.96,90.61,71.01,202.91
AT5G10620,76.12,71.96,63.36,77.8,54.87,74.8,74.59,50.66
AT5G10630,584.02,380.49,498.45,368.59,266.15,379.36,298.11,284.23
AT5G10650,157.12,166.8,169.46,215.28,187.26,262.79,253.48,247.96
AT5G10660,12.94,15.27,11.98,13.51,13,13.88,14.36,14.16
AT5G10690,88.77,160.57,195.08,67.92,73.7,75.13,118.23,72.93
AT5G10695,113.36,86.47,47.62,118.77,192.61,363.67,101.91,83.68
AT5G10700,74.97,77.06,95,70.67,79.77,80.64,89.53,74.92
AT5G10710,595.24,666.19,498.14,330.71,489.72,462.45,447.36,309.64
AT5G10720,69.78,127.3,126.6,85.3,79.85,76.57,118.77,140.2
AT5G10730,503.21,527.21,548.42,594.58,446.5,618.97,565.24,696.36
AT5G10740,379.16,375.22,410.5,393.46,378.37,286.64,500.43,820.74
AT5G10750,314.96,978.92,900.17,196.64,292.84,318.73,381,370.98
AT5G10770,115.81,410.26,213.69,169.73,108.31,126.18,71.81,371.1
AT5G10780,1018.08,889.41,903.51,1770.12,1539.08,1775.05,1852.16,1550.43
AT5G10790,272.32,223.77,240.4,188.42,174.15,195.33,226.48,163
AT5G10810,94.18,65.92,65.04,258.15,176.23,199.28,199.78,212.31
AT5G10820,796.88,813.28,1238.71,485.78,456.1,418.03,504.69,770.29
AT5G10830,454.5,1646.88,1123.5,384.02,701.99,1079.68,787.02,634.71
AT5G10840,1771.29,1633.66,1610.21,1900.5,1219.7,1467,1261.07,1555.64
AT5G10850,67.15,73.65,69.92,84.4,93.28,77.71,196.91,129.47
AT5G10860,662.98,714.93,719.96,1939.18,1269.57,1785.78,1045.25,1815.54
AT5G10870,142.89,155.59,159.05,263.45,278.32,254.5,194.73,383.97
AT5G10900,80.19,55.16,87.21,48.58,43.75,50.31,47.55,47.38
AT5G10910,267.12,215.71,209.88,198.42,131.11,157.46,186.35,261.26
AT5G10920,385.44,366.11,284.33,542.47,327.72,350.97,270.36,251.24
AT5G10930,213.07,390.44,252.73,243.18,155.27,134.05,287.36,198.24
AT5G10940,92.82,125.9,97.52,272.82,187.95,237.09,231.17,274.26
AT5G10950,20.1,32.93,22.76,44,47.42,47.51,51.64,56.86
AT5G10960,884.3,900.78,372.39,4114.1,1854.39,2526.65,1861.63,3441.94
AT5G10970,93.92,61.55,56.92,75.34,40.52,45.35,44.9,50.84
AT5G10980,3229.82,5309.08,4375.31,5030.73,5311.45,4686.18,5704.24,4005.74
AT5G11000,400.31,481.89,434.75,282.75,245.64,214.11,258.01,542.52
AT5G11010,181.17,152.64,138.91,272.46,202.3,257.06,195.28,198.23
AT5G11015,188.88,259.31,434.95,138.51,113.02,175.53,148.02,183.22
AT5G11030,303.51,290.72,282.63,138.78,157.41,145,148.23,156.97
AT5G11040,430.01,544.12,842.86,248.78,228.83,246.23,237.99,257.25
AT5G11050,48.51,46.22,40.39,34.57,37.86,41.4,33.94,38.71
AT5G11060,39.14,43.44,46.51,34.93,41.05,38.89,35.74,40.97
AT5G11070,124.79,92.04,64,223.06,150.85,207.94,123.03,84.85
AT5G11080,58.49,65.51,66.93,62.51,67.71,68.36,62.02,64.65
AT5G11090,456.04,554.33,551.02,328.44,646.03,752.84,943.29,659.78
AT5G11100,185.94,193.26,130,226.51,156.88,142.56,126.06,110.75
AT5G11110,162.61,369.21,565.13,136.68,440.72,559.89,681.47,141.6
AT5G11150,346.31,237.09,160.62,746.2,346.67,262.54,254.44,444.96
AT5G11160,94.25,110.42,98.16,121.87,100.14,60.34,140.03,65.74
AT5G11200,665.81,910.89,846.59,1271.33,1003.21,997.38,927.79,744.71
AT5G11230,194.56,224.3,155.56,369.13,215.12,175.65,162.47,750.44
AT5G11240,105.21,134.65,205.29,121.43,82.47,105.27,105.73,100.73
AT5G11250,67.79,66.67,74.69,56.08,61.34,58.31,66.95,92.5
AT5G11260,68.08,96.82,69.89,105.28,109.8,98.06,112.99,131.79
AT5G11270,107.49,98.39,61.61,285.04,163.77,187.03,173.64,253.93
AT5G11280,292.85,378.9,334.57,487.84,241.49,286.55,355.22,507.98
AT5G11300,335.72,215.95,194.64,98.57,93.24,78.77,93.98,51.2
AT5G11310,22.73,20.2,23.21,27.88,29.77,30.83,50.32,24.88
AT5G11340,603.39,493.99,513.24,1112.03,1074.48,951.41,1738.67,1017.6
AT5G11350,138.47,208.95,401.04,89.27,156.53,161.82,231.76,96.3
AT5G11380,298.23,258.15,231.8,151.77,128.13,189.86,127.36,116.21
AT5G11390,394.12,190.9,194.14,277.96,201,265.7,177.36,324.7
AT5G11420,267.73,496.94,220.82,229.51,202.18,146.92,218.29,734.76
AT5G11430,184.46,180.41,151.57,101.81,113.47,107.75,119.81,103.52
AT5G11450,166.48,143.68,100.06,196.59,128.77,170.05,144.71,79.23
AT5G11460,81.82,59.76,56.98,97.17,73.27,96.03,95.33,67.58
AT5G11480,301.24,192.48,200.18,338.02,243.21,327.66,251.34,227.12
AT5G11490,929.32,803.79,1176.81,547.94,459.48,579.21,426.21,522.33
AT5G11500,330.14,507.87,304.47,1243.31,994.28,1400.71,1056.22,1166.61
AT5G11510,432.36,274.3,267.73,246.51,152.21,123.69,170.89,72.06
AT5G11520,2587.17,1765.26,2646.11,1963.02,1996.6,2387.28,2406.88,2763.29
AT5G11540,111.95,91.88,74.21,118.94,122.88,110.89,141.76,90.43
AT5G11550,55.52,65.08,32.68,51.27,63.37,47.36,42.38,40.02
AT5G11560,2365.54,1890.48,2178.33,1722.39,1153.67,1201.44,861.58,1560.35
AT5G11570,45.57,83.92,68.37,27.59,33.98,32.65,34.81,29.84
AT5G11580,173.15,262.71,170.59,335.16,350.47,346.56,402.31,341.27
AT5G11590,29.52,26.59,25.55,42.06,43.01,39.63,28.63,38.19
AT5G11600,44.88,49.35,41.68,59.68,84.79,69.98,84.36,63.16
AT5G11610,32.75,26.69,33.69,27.72,28.32,28.57,28.99,35.14
AT5G11630,231.8,216.15,235.21,256.73,233.73,205.86,433.27,233.84
AT5G11640,222.59,276.23,300.9,276.53,243.25,255.51,213.96,244.82
AT5G11650,234.02,230.95,615.37,151.05,249.4,227.62,362.98,339.94
AT5G11670,9581.61,7450.36,10996.25,9923.19,8978.44,7535.22,9168.2,18364.03
AT5G11680,771.47,610.53,623.7,504.96,454.94,754.11,362.38,568.99
AT5G11690,461.3,410.87,159.21,481.4,405.95,417.13,441.22,182.48
AT5G11700,372.59,271.05,393.82,228.29,154.05,200.5,236.2,357.61
AT5G11710,1896.1,1990.6,2200.5,1171.13,1153.22,1415.91,1496.82,1595.77
AT5G11720,129.23,219.08,134.05,230.43,254.16,290.78,279.44,298.99
AT5G11730,180.59,212.87,242.34,184.32,201.59,229.53,278.81,300.22
AT5G11740,1655.64,3264.06,1646.41,2526.52,2133.34,1978.94,2180.57,2055.85
AT5G11760,216.11,296.84,134.41,706.2,504.7,468.27,494.09,450.83
AT5G11770,5640.06,4889.94,4570.18,4713.27,4004.33,3769.97,2551.47,4412.95
AT5G11780,19.46,24.18,22.75,23.43,27.21,40.49,24,17.59
AT5G11790,499.04,589.84,409.67,631.79,998.72,1026.89,595.68,398.17
AT5G11800,266.75,455.12,418.62,251.16,416.77,373.7,507.17,407.53
AT5G11810,819.93,395.65,458.09,1163.24,780.39,1826.79,670.13,1077.7
AT5G11840,253.33,328.48,228.49,109.11,239.94,221.86,260.74,179.96
AT5G11850,138.3,124.01,98.42,177.03,99.12,144.17,116.62,245.42
AT5G11860,492.34,405.62,309.68,395.25,272.88,412.99,316.05,323.41
AT5G11870,118.39,149.68,129.31,130.65,120.45,153.56,128.04,103.64
AT5G11890,465.47,691.56,261.65,626.55,457.71,416.56,274,311.63
AT5G11900,427.77,293.6,223.03,561.73,398.34,613.46,344.18,416.91
AT5G11910,339.09,339.44,313.11,319.52,388.39,309.64,306.86,476.98
AT5G11920,57.83,50.78,110.6,55.16,71.03,68.28,92.47,99.27
AT5G11950,624.02,520.18,345.58,409.37,503.08,346.02,596.38,589.95
AT5G11960,324.35,237.59,240.66,401.82,257.38,373.56,225.24,383.42
AT5G11970,217.22,144.52,76.68,628.7,414.76,384.33,355.52,913.63
AT5G11980,1139,877.93,713.08,927.54,539.19,528.95,465.1,641.82
AT5G11990,72.87,130.81,82.46,51.52,64.38,51.19,50.21,41.52
AT5G12010,298.84,316.22,187.91,480.87,397.11,349.94,492.3,639.08
AT5G12020,30.57,30.46,29.5,34.54,32.84,33.89,33.88,31.64
AT5G12030,23.16,21.19,18.44,16.21,16.91,18.22,16.11,17.99
AT5G12040,575.38,670.87,398.55,654.44,471.33,514.54,400.37,984.55
AT5G12050,43.03,29.7,32.29,69.48,29.44,32.23,31.22,21.04
AT5G12080,394.26,307.58,423.09,204.43,135.13,104.02,181.2,61.14
AT5G12100,25.81,24.82,23.3,46.65,29.7,30.58,36.39,42.14
AT5G12110,528.03,355.19,174.49,959.71,607.57,1151.1,333.68,291.19
AT5G12120,700.67,928.32,654.22,702.12,513.17,631.4,361.75,718.91
AT5G12130,296.65,346.62,428.41,185.64,243.88,251.2,261.29,268.31
AT5G12140,2454,2241.1,507.72,5782.36,6151.57,10164.19,2150.53,1788.76
AT5G12150,1673.6,639.8,1168.61,694.53,451.7,462.07,510.44,408.19
AT5G12170,830.64,1148.87,677.08,344.92,580.43,441.31,664.2,481.43
AT5G12190,144.45,77.31,66.49,415.58,465,465.18,500.46,379.73
AT5G12200,385.94,457.47,422.19,683.82,649,556.95,674.32,1040.55
AT5G12210,546.17,472.95,363.78,994.18,779.37,859.66,633.26,1031.93
AT5G12220,31.84,38.1,36.56,40.42,38.45,37.32,36.68,28.31
AT5G12230,47.14,56.17,53.51,87.93,86.76,78.44,72.53,99.72
AT5G12240,28.52,28.31,29.38,23.03,23.42,25.06,23.96,21.3
AT5G12250,1766.08,1574.51,1075.24,2656.77,1638.39,2011.87,1027.55,1394.87
AT5G12260,140.01,180.01,245.28,104.8,113.87,110.7,128.02,89.46
AT5G12270,72.78,61.19,47.29,140.17,86.68,51.08,82.81,44.6
AT5G12280,62.04,107.73,80.32,37.49,71.48,51.77,56.59,41.99
AT5G12290,199.51,128.66,166.35,260.28,199.33,307.94,311.98,319.61
AT5G12310,245.6,339.04,230.02,531.29,525.45,643.81,663.23,574.37
AT5G12330,132.11,253.34,95.28,84.09,84.45,62.85,75.86,45.19
AT5G12340,29.13,29.28,48.11,28.33,41.05,30.2,39.51,42.49
AT5G12350,116.94,90.87,107.17,132.85,113.26,167.03,95.71,98.11
AT5G12370,344.37,489.24,374.98,538.76,389.6,529.32,442.88,480.75
AT5G12390,262.89,238.03,244.77,560.18,521.65,625.73,700.95,813.71
AT5G12400,64.1,57.56,82.65,61.92,54.4,53.91,45.3,75.08
AT5G12410,707.11,674.73,604.19,755.93,636.86,765.46,607.51,440.4
AT5G12420,500.13,474.65,1715.4,488.35,515.18,575.13,804.69,136.94
AT5G12430,88.14,85.85,79.73,103.16,72.48,71.07,84.07,139.68
AT5G12440,139.4,83.61,99.34,128.57,75.49,137,98.72,83.55
AT5G12470,850.25,1102.97,1249.98,893.25,923.53,1014.3,1215.03,1370.91
AT5G12480,24.26,27.47,23.12,35.74,29.62,31.21,31.93,32.97
AT5G12840,82.12,109.36,102.37,42.04,43.63,46.48,49.24,47.63
AT5G12850,468.19,353.31,525.58,327.17,207.76,366.14,289.07,313.06
AT5G12860,1201.87,1651.12,1794.19,881.95,1007.59,1102.48,1394.81,1458.23
AT5G12870,131.27,130.49,75.17,67.44,56.72,53.18,65.61,50.52
AT5G12880,102.96,136.34,134.61,78.03,159.01,113.61,175.27,163.82
AT5G12890,66.96,80.99,56.79,87.59,91.47,82.68,79.43,148.42
AT5G12900,57.05,94.48,76.42,80.21,74.63,75.03,105.82,41.68
AT5G12910,17.85,19.1,19.55,21.11,17.09,19.58,18.01,18.84
AT5G12930,105.84,88.84,83.43,71.27,99.18,80.48,109.61,120.38
AT5G12940,1386.71,780.16,908.46,1149.74,776.9,671.3,1844.68,2332.16
AT5G12950,150.04,229.76,302.3,102.56,90.76,111.34,131.84,87.76
AT5G12970,236.9,440.02,995.84,73.52,100.92,86.92,115.55,60.98
AT5G12980,197.05,169.34,109.94,320.97,189.28,254.33,225.12,226.39
AT5G12990,17.65,17.15,17.13,13.94,15.4,15.34,15.41,16.49
AT5G13000,2632.53,1929.82,1672.04,2961.33,2433.15,2840.87,1732.38,948.12
AT5G13010,523,498.54,562.45,391.78,309.71,331.34,389.4,359.62
AT5G13020,72.59,106.63,64.13,231.83,167.62,183.13,153.55,213.68
AT5G13030,49.28,38.4,48.2,56.91,50.74,61.66,45.21,73.21
AT5G13040,362.44,293.9,325.41,447.12,339.87,455.93,338.93,675.45
AT5G13050,250.53,210.95,203.25,196.03,187,209.85,180.55,178.83
AT5G13070,180.11,268.37,237.17,502.49,455.16,392.68,536.4,487.54
AT5G13080,116.94,120.86,116.35,99.49,220.56,113.46,212.37,524.25
AT5G13090,331.81,333.42,198.71,357.29,151.74,197.43,142.84,218.25
AT5G13100,400.35,490.26,329.85,591.82,430.58,304.74,443.69,498.34
AT5G13110,1194.29,840.91,1289.84,1822.39,1194.95,1375.95,1275.87,2302.29
AT5G13120,527.39,629.9,566.05,1057.94,998.69,880.83,1122.34,960.3
AT5G13140,20.55,28.8,22.7,21.17,22.12,23.32,26.84,39.83
AT5G13150,78.7,101.21,184.85,27.82,32.78,36.68,43.88,26.57
AT5G13160,181.34,227.41,108.06,238.16,205.85,369.12,194.52,352.15
AT5G13180,452.47,484.75,549.97,367.93,872.2,1123.26,678.4,642.66
AT5G13190,998.68,678.24,540.74,1172.81,1092.29,1478.53,1465.06,1565.58
AT5G13200,106.52,119.74,90.52,81.74,122.95,80.99,97.85,150.18
AT5G13220,57.63,64.06,51.4,33.83,36.19,30.15,39.4,32.28
AT5G13240,584.75,536.46,539.8,479.15,511.81,573.15,422.52,693.86
AT5G13260,588.05,543.93,438.97,358.15,255.94,264.35,245.53,354.35
AT5G13280,623.84,696.42,747.56,412.67,363.53,335.63,380.54,248.88
AT5G13290,646.56,335.85,233.97,286.03,233.6,585.5,151.53,79.79
AT5G13300,132.2,108.21,122.37,188.69,133.96,123.9,125.03,140.21
AT5G13310,161.58,129.81,115.94,171.3,108.38,145.87,143.35,130.09
AT5G13330,79.24,170.01,62.85,51.98,90.02,95.13,100.55,84.95
AT5G13360,85.82,92.77,60.48,81.57,60.77,40.12,38.92,71.45
AT5G13380,32.51,31.55,38.25,29.39,30.22,26.6,28.22,32.65
AT5G13390,607.22,833.45,965.48,397.79,386.59,509.17,547.49,491.28
AT5G13400,43.92,37.75,47.26,27.63,38.88,25.73,44.05,25.38
AT5G13410,293.97,172.78,82.22,208.51,162.63,206.43,121.06,153.9
AT5G13420,3672.43,3150.58,3036.47,3625.67,2082.91,1830.94,1411.73,3312.9
AT5G13430,1957.33,1580.99,2031.32,3111.77,2130.1,2878.92,2188.05,3379.2
AT5G13450,2534.38,1697.72,1889.88,2121.27,1910.74,2620.81,2829.66,2530.24
AT5G13460,173.18,128.88,206.9,167.04,273.35,236.71,303.56,217.57
AT5G13470,83.52,103.97,92.87,88.63,91.12,88.07,102.5,69.27
AT5G13480,186.79,292.52,311.17,171.22,196.24,237.32,227.19,122.36
AT5G13490,926.86,1086.37,1123.2,1221.86,705.73,929.85,958.05,1030.65
AT5G13500,533.29,520.04,567.47,532.28,510.65,620,577.72,750.88
AT5G13510,537.34,450.15,317.62,302.8,427.91,392.12,386.08,228.43
AT5G13520,318.45,580.66,408.72,354.88,552.17,1073.1,395.4,147.18
AT5G13540,67.95,79.63,75.4,188.1,128.62,205.91,185.2,230.93
AT5G13550,295.36,217.16,355.39,405.67,290.14,333.51,332.61,486.33
AT5G13560,374.22,355.12,450.15,198.89,168.92,175.21,186.68,265.49
AT5G13570,92.13,126.35,116.46,119.07,81.45,99.1,82.17,148.91
AT5G13580,671.98,576.06,2162.18,497.97,481.38,672.52,708.81,162.02
AT5G13590,27.66,28.16,27.41,31.86,31.37,30.66,29.71,37.36
AT5G13610,124.51,72.58,63.21,188.62,157.85,181.91,191.34,175.67
AT5G13630,48.76,110.08,120.89,101.57,118.66,169.96,119.74,653.64
AT5G13640,274.22,200.01,326.63,629.27,507.47,602.75,495.79,928.08
AT5G13650,93.95,97.1,97.11,289.22,194.7,216.4,200.79,234.88
AT5G13680,266.64,291.68,339.06,250.16,211.66,200.91,219.26,255.52
AT5G13690,87.78,84.93,66.47,129.97,118.28,141.1,95.7,63.4
AT5G13700,57.25,45.1,42.74,40.4,40.66,39,40.82,38.23
AT5G13710,1766.76,2009.4,1194.88,2102.02,1446.53,1190.81,1252.48,1652.81
AT5G13720,75.01,58.32,54.09,42.99,66.94,51.36,70.93,65.14
AT5G13730,18.63,17.1,17.77,18.99,20.31,20.1,16.55,19.31
AT5G13740,283.81,314.57,252.7,214.77,154.81,285.76,154.39,148.39
AT5G13750,477.59,778.78,1282.64,471.61,848.91,520.34,578.83,1424.64
AT5G13760,346.35,267.76,234.55,244.48,185.65,155.14,181.51,251.79
AT5G13770,55.25,43.71,64.2,41.8,77.49,41.63,49.94,132.42
AT5G13780,52.77,92.28,78.92,150.99,183.99,213.15,262.79,119.64
AT5G13790,29.8,30.7,26.07,33.79,56.95,95.6,25.89,25.78
AT5G13800,167.26,175.42,175.3,205.67,200.56,235.57,186.65,187.3
AT5G13810,239.79,166.43,149.73,1073.48,766.03,1070.84,630.97,847.34
AT5G13820,112.5,129.13,97.53,97.7,80.89,182.01,82.03,85.69
AT5G13830,147.8,158.44,148.9,122.65,151.97,128.44,173.42,100.07
AT5G13840,389.19,805.72,789.82,182.55,391.54,340.38,552.85,111.77
AT5G13850,572.68,722.36,544.5,1071.84,800.48,680.57,1117.07,641.92
AT5G13870,75.74,96.22,112.37,90.91,95.48,82.87,186.44,39.36
AT5G13880,82.72,54.18,64.37,89.2,56.63,35.51,46.88,37.54
AT5G13890,478.93,828.89,583.12,359.81,555.01,449.06,480.95,400.09
AT5G13900,235.57,189.49,469.87,340.22,308.66,299.64,455.85,108.91
AT5G13910,278.63,295.81,284.31,170.13,192.39,175.1,190.91,116.39
AT5G13930,2567.97,3215.98,5107.98,3815.2,2947.66,2335.07,3168.05,9256.73
AT5G13950,130.95,123.12,174.88,123.06,129.66,105.98,145.6,178.38
AT5G13960,319.28,198.06,294.14,332.04,294.52,294.53,293.54,145.92
AT5G13970,185.81,122.9,86.17,325.92,295.71,353.77,270.01,260.68
AT5G13980,918.66,1190.08,1160.81,911.59,911.05,631.31,618.73,1209.89
AT5G13990,77.7,188.52,237.39,53.65,64.24,79.43,136.58,43.52
AT5G14000,145.13,152.22,126.14,115.57,166.65,208.28,248.98,236.13
AT5G14020,306.1,223.96,399.34,136.55,126.94,141.36,216.51,158.84
AT5G14030,2035.29,2340.21,1556.98,2372.8,1577.79,1546.17,1741.79,2391.21
AT5G14040,3567.11,2593.16,3098.53,3764.42,1616.01,2918.98,1858.98,3215.26
AT5G14050,1241.16,1160.65,1095.9,663.1,595.75,472.81,473.97,459.09
AT5G14070,288.07,73.3,61.4,157.71,487.55,1398.11,106.66,123.92
AT5G14080,64.87,54.03,66.3,55.65,59.58,55.18,69.59,61.28
AT5G14090,31.67,26.23,26.1,30.08,26.42,26.62,27.19,30.41
AT5G14100,43.16,49.04,61.7,35.71,37.2,36.32,37.69,35.97
AT5G14105,150.34,171.83,142.36,440.84,451.96,351.89,314.05,248.09
AT5G14120,3739.17,4305.33,6991.95,1069.04,1487.02,1914.33,2685.99,4363.37
AT5G14130,257.45,235.24,677.72,106.85,153.55,85.73,143.81,45.87
AT5G14150,74.57,118.15,93.41,61.71,67.19,59.85,91.32,45.68
AT5G14170,900.21,1133.86,951.84,654.78,503.11,547.53,378.36,477.77
AT5G14210,701.91,727.4,609.94,463.43,737.49,876.56,509.2,179.07
AT5G14220,675.96,705.68,571.3,585.82,598.61,583.45,507.17,721.24
AT5G14230,136.29,127.16,72.28,202.31,144.09,290.44,111.18,88.56
AT5G14240,471.96,438.31,328.32,983.43,449.19,666.62,600.13,902.14
AT5G14250,462.37,365,370.53,542.11,342.98,452.96,275.27,398.1
AT5G14260,524.17,477.89,478.58,320.99,259.45,294.69,290.02,517.97
AT5G14270,265.38,188.95,166.04,442.91,249.38,311.38,277.03,382.47
AT5G14310,553.86,445.05,478.97,422.99,300.12,442.84,364,630.15
AT5G14320,482.74,330.35,307.06,736.09,462.54,459.04,373.72,502.58
AT5G14330,66.72,96.29,74.91,43.55,53.4,50.21,67.52,35.63
AT5G14340,64.41,51.96,76.79,32.73,43.78,47.63,44.86,64.76
AT5G14370,72.67,75.95,48.64,102.28,138.75,151.94,52.22,125.32
AT5G14390,117.89,132.24,99.66,106.18,108.95,114.52,90.36,54.88
AT5G14410,28.28,25,29.52,21.87,21,21.63,23.4,23.03
AT5G14420,584.86,275.79,391.66,269.45,270.3,218.15,182.93,152.98
AT5G14430,582.77,573.66,906.11,515.78,441.34,584.45,599.14,513.29
AT5G14440,247.25,241.03,154.1,650.46,960.17,596.83,740.78,438.41
AT5G14450,191.21,93.65,60.16,270.35,185.82,93.06,110.77,56.93
AT5G14460,107.56,85.73,91.72,210.35,228.6,187.14,162.29,281.58
AT5G14470,32.07,29.55,33.61,27.37,30.31,27.08,27.16,23.74
AT5G14500,36.15,43.58,31.87,146.63,221.73,713,107.12,73.81
AT5G14510,110.05,83.84,57.15,132.68,75.32,55.4,75.51,44.78
AT5G14520,1219.28,1539.17,2496.1,1453.87,1282.66,1698.78,2331.42,948.5
AT5G14530,116,105.67,151.04,98.73,89.73,109.29,86.24,77.71
AT5G14540,234.25,592.8,390.95,281.02,701.41,631.97,670.82,380.46
AT5G14550,556.85,459.08,717.07,314.42,359.42,306.39,486.63,226.8
AT5G14570,187.4,235.55,241.51,118.56,153.74,135.78,149.06,132.7
AT5G14580,45.63,34.39,46.09,56.5,49.64,59.11,55.71,44.45
AT5G14590,1126.74,744.81,974.04,963.56,691.65,871.6,616.76,631.58
AT5G14600,201.83,190.08,173.73,129.28,107.6,108.51,107.11,77.65
AT5G14610,210.91,153,124.36,221.91,145.52,151.82,176.55,191.27
AT5G14620,176.4,187.67,153.66,174.25,132.87,139.87,109.9,133.1
AT5G14630,36.7,33.87,33.29,28.72,28.39,30.08,29.14,28.04
AT5G14640,686.53,369.15,868.86,383.6,357.05,360.29,443.08,440.69
AT5G14650,16.86,22.41,18.91,16.7,21.68,20.25,19.98,18.18
