AtGeneID,At_RT_35S,At_RT_V,At_RT_EN,At_MZ,At_EP,At_PH,At_MCO,At_COR
AT1G05700,41.7,41.39,132.16,57.67,84.49,78.09,155.09,121.07
AT1G05710,437.83,377.53,492.64,430.29,642.25,496,659.18,489.6
AT1G05720,460.6,255.32,290.98,837.88,701.18,808.61,918.17,815.37
AT1G05750,56.66,51.25,60.67,55.95,47.86,54.14,52.72,61.44
AT1G05760,184.55,116.59,62.91,362.8,184.67,113.59,107.64,55.12
AT1G05770,123,62.88,50.83,95.96,74.29,51.27,50.45,40.4
AT1G05790,165.89,289.08,439.37,160.26,192.5,237.88,284.32,232.99
AT1G05805,242.59,326.92,274.05,142.1,198.21,137.27,181.61,174.77
AT1G05810,133.48,203.51,114.16,79.4,61.31,70.36,90.02,51.02
AT1G05840,317.72,272.59,408.46,340.52,352.53,450.7,318.95,311.36
AT1G05850,2086.69,2902.63,1314.98,4772.54,4136.53,6275.21,4167.54,7131.38
AT1G05860,66.88,42.28,47.29,59.45,56.91,57.2,48.22,58.26
AT1G05890,147.33,176.84,154.85,183.89,165.13,146.36,118.83,178.63
AT1G05900,39.09,48.73,52.7,31.91,44.74,41.82,53.31,37.26
AT1G05910,241.93,211.58,440.24,231.92,223.87,228.23,172.42,151.99
AT1G05940,1145.11,1039.39,1311.69,748.65,575.49,707.62,674.57,1020.91
AT1G05960,306.39,359.25,593.45,147.88,165.08,199.02,324.66,146.72
AT1G06000,772.78,973.21,596.96,828.49,735.46,645.3,772.57,2022.53
AT1G06010,41.28,48.01,34.82,208.2,166.82,148.3,135.8,178.69
AT1G06040,365.33,215.85,183.12,586.18,465.93,733.33,247.72,481.02
AT1G06050,169.38,151.7,140.67,105.05,124.14,125.37,167.28,111.74
AT1G06060,184.39,123.62,114.67,147.28,110.85,97.9,96.09,119.57
AT1G06070,177.19,243.45,170.44,103.97,88.12,86.54,107.77,94.14
AT1G06080,189.04,74.4,116.46,210.54,89.22,92.92,203.13,62.44
AT1G06100,54.54,49.18,52.29,34.88,30.43,31.69,34.98,29.5
AT1G06110,971.74,1130.84,1056.82,922.6,768.64,842.27,886.5,882.77
AT1G06120,4558.2,971.42,1355.58,2053.29,325.43,517.02,695.65,214.01
AT1G06130,134.28,84.06,106.7,154.03,101.12,132.24,92.83,198.8
AT1G06150,44.24,32.33,35.6,34.96,33.29,34.55,35.06,36.79
AT1G06160,35.25,37.05,36.44,43.92,41.24,39.65,36.36,44.33
AT1G06170,20.65,18.89,17.34,21.75,21.56,28.94,16.63,18.54
AT1G06180,53.58,75.33,92.63,56.21,105.62,63,83.77,103.96
AT1G06190,92.59,105.92,58.76,147.57,109.03,133.97,98.53,83.55
AT1G06200,254.88,189.53,144.27,734.83,598.35,796.32,613.74,901.08
AT1G06210,174.85,180.34,134.27,410.11,235.62,347.12,191.25,283.51
AT1G06220,749.25,627.74,773.24,825.57,701.43,751.42,691.23,433.13
AT1G06230,161.14,103.95,127.41,147.14,142.68,138.61,118.18,130.55
AT1G06240,169.71,271.88,170.09,135.02,137.72,153.65,164.88,153.69
AT1G06270,75.13,92.12,82.49,98.01,73.16,92.98,131.29,75.88
AT1G06290,750.43,1159.4,1552.06,617.88,911.79,933.63,1212.96,1374.12
AT1G06340,23.06,23.4,22.91,21.12,20.79,20.18,20.63,21.54
AT1G06350,31.07,19.43,21.2,42.25,34.13,29.2,70.61,28.94
AT1G06380,99.31,79.57,62.01,162.15,147.42,128.23,169.39,116.94
AT1G06390,390.59,258.23,339.76,562.95,347.62,385.09,334.5,436.3
AT1G06400,394.32,351.85,239.26,648.16,485.68,673.63,407.94,638.56
AT1G06410,281.62,348.57,250.85,1176.31,740.6,1056.91,870.9,1541.83
AT1G06420,23.34,21.83,17.51,105.91,68.95,68.05,61.86,26.15
AT1G06430,57.26,71.49,102.48,86.98,65.51,83.54,70.24,217.59
AT1G06450,193.19,60.65,46.15,109.9,117.04,144.55,58.63,56.76
AT1G06460,45.25,40.73,34.09,34.52,37.85,51.67,20.01,25.9
AT1G06470,300.7,359.11,333.15,271.02,213.51,226.61,242.91,233.19
AT1G06490,297.03,287.3,269.36,95.32,74.19,56.31,58.42,44.38
AT1G06500,87.34,72.74,42.92,223.78,184.42,181.04,135.89,151.51
AT1G06510,28.99,35.79,36.26,37.91,40.76,36.71,43.03,45.72
AT1G06520,39.23,36.92,46.12,27.02,28.63,27.92,26.94,30.73
AT1G06530,3030.99,1939.73,1250.4,2924.28,3223.01,4019.71,2356.42,2010.38
AT1G06540,29.22,71.82,78.61,28.41,49.18,35.55,43.93,27.56
AT1G06550,386.31,270.64,444.79,427.15,414.97,276.01,448.01,495.22
AT1G06560,491.37,539.13,535.83,318.27,292.73,299.8,477.61,202.1
AT1G06570,126.4,145.59,238.77,155.92,178.59,183.91,140.26,248.23
AT1G06580,24.72,25.28,23.07,25.39,21.6,26.69,27.28,29.71
AT1G06590,198.45,187.54,246.68,82.6,77.61,71.86,101.22,48.67
AT1G06620,194.99,193.38,259.11,217.01,238.7,184.74,397.16,866.79
AT1G06630,114.52,70.97,113.16,147.03,120.22,129.23,130.84,105.16
AT1G06640,2278.97,3128.97,2976.61,4238.2,4466.42,5151.87,3624.14,4883.92
AT1G06650,109.46,101.55,98.49,171.47,247.46,335.57,176.56,554.93
AT1G06670,112.35,143.72,242.53,116.71,136.49,123.37,173.83,93.49
AT1G06680,101.88,112.61,71.53,198.08,311.25,200.31,189.83,320.75
AT1G06690,94.46,128.32,121.16,73.96,97.68,84.14,80.05,105.26
AT1G06700,956.54,1218.09,1065.59,990.81,932.16,1102.11,899.32,985.75
AT1G06720,155.14,166.78,194.35,184.09,172.49,126.3,143.17,127.33
AT1G06730,93.91,62.58,56.15,92.23,55.94,84.66,73.5,83.1
AT1G06740,130.14,131.57,95.37,108.8,103.11,117.42,97.19,99.41
AT1G06760,2144.05,2135.18,1905.07,1630.31,1084.48,1603.71,1431.27,904.97
AT1G06770,53.14,54.1,65.67,48.51,38.46,37.76,40.13,35.58
AT1G06780,799.8,1008.7,1409.33,508.31,857.5,731.89,1114.05,630.67
AT1G06790,251.85,253.67,255.52,216.98,247.51,271.9,307.64,177.71
AT1G06800,97.25,77.2,117.04,69.22,74.2,62.66,62.76,129.02
AT1G06820,354.5,305.19,366.86,213.95,232.45,215.75,215.24,247.2
AT1G06830,307.85,64.99,63.18,1097.1,2773.55,5912.47,221.74,654.09
AT1G06840,248.66,257.77,445.87,228.1,195.6,155.7,241.62,165.75
AT1G06850,111.88,478.15,301.07,60.85,268.38,184.2,295.35,154.35
AT1G06870,237.69,203.42,342.82,844.5,371.57,510.72,600.02,1233.6
AT1G06890,1026.34,699.85,1608.4,368.25,308.75,340.35,337.74,362.91
AT1G06900,379.69,451.03,572.91,410.01,409.03,381.04,426.88,299.16
AT1G06930,74.4,77.53,77.6,52.64,68.31,73.14,83.14,92.99
AT1G06950,516.82,553.14,1143.48,688.41,459.67,562.44,360.3,592.82
AT1G06960,134.44,187.27,167.72,129.16,173.77,150.13,168.12,97.38
AT1G06980,50.84,48.86,52.01,48.03,50.29,56.38,46.94,47.79
AT1G07000,90.64,226.26,208.15,118.06,143.35,160.56,213.17,282.18
AT1G07010,77.84,87.14,75.49,61.79,76.64,81.16,63.21,85.57
AT1G07020,109.05,134.84,124.25,247.92,310.09,238.56,380.62,203.73
AT1G07030,139.34,112.78,117.94,115.7,110.41,105.44,140.08,136.71
AT1G07040,610.54,509.38,682.53,322.95,380.22,663.46,318.31,354.51
AT1G07050,24.29,22.81,20.69,18.46,17.15,16.02,18.01,17.65
AT1G07070,121.82,174.77,200.07,408.59,607.37,446.94,1007.82,235.24
AT1G07080,617.94,670.52,498.01,1211.78,1092.12,1071.91,790.27,1824.3
AT1G07090,354.3,410.99,236.19,665.25,819.04,557.25,314.72,895.01
AT1G07110,433.08,370.32,487.47,391.88,403.73,537.95,319.45,460.65
AT1G07120,19.84,20.17,17.23,25.21,18.52,17.88,18.69,17.25
AT1G07130,37.99,51.9,37.03,41.04,38.04,41.53,44.09,48.3
AT1G07135,39.22,52.63,49.45,45.12,53.73,41.93,46.14,50.06
AT1G07140,1789.91,2232.81,1732.22,2830.95,1973.57,2151.94,2308.76,2884.69
AT1G07150,39.54,44.41,31.09,37.04,39.01,38.42,43.65,57.65
AT1G07170,163.57,153.42,127.71,422.36,433.42,317.33,519.78,380.16
AT1G07180,28.32,29.6,29.33,23.65,22.21,21.59,20.96,24.03
AT1G07210,87.06,67.39,87.08,214.21,150.38,173.63,204.65,161.38
AT1G07220,136.91,143.06,107.04,224.82,260.45,253.76,205.88,111.58
AT1G07230,240.27,122.76,186.84,221.25,167.67,235.69,139.92,290.58
AT1G07240,649.09,1369.53,745.53,739.15,702.1,1030.06,894.88,1064.25
AT1G07250,807.55,1089.99,750.99,1008.88,1189.31,1152.34,1505.65,1002.9
AT1G07260,261.6,269.57,188.01,374.84,168.9,119.89,134.97,75.13
AT1G07270,47.39,41.89,50.12,24.64,28.16,25.04,30.03,27.65
AT1G07280,96.12,45.25,61.36,40.93,27.1,32.15,37.65,34
AT1G07290,201.84,138.4,123.65,86.73,62.31,68.32,100.57,63.06
AT1G07300,85.44,115.55,111.06,53.15,76.15,76.33,176.17,34.93
AT1G07310,368.79,417.12,472.17,819.91,890.03,848.2,703.62,1093.18
AT1G07320,114.33,134.37,90.44,482.08,261.69,227.32,199.37,281.71
AT1G07350,449.89,904.44,1285.32,289.79,713.46,854.43,813,349.67
AT1G07360,417.9,420.4,464.14,338.3,313.51,409.46,250.16,273.85
AT1G07370,687.26,537.1,456.66,1122.95,822.47,550.48,1158.96,370.45
AT1G07380,485.54,610.23,559.3,393.25,343.92,272.95,338.39,397.22
AT1G07390,61.47,52.31,60.89,39.48,43.19,40.64,39.18,39.76
AT1G07410,56.69,71.53,79.47,70.36,58.38,86.25,94.31,67.9
AT1G07420,366.26,337.16,310.44,411.33,400.17,423.24,453.87,544.98
AT1G07430,22.36,24.02,21.82,24.01,24.79,22.55,24.02,23.95
AT1G07440,36.54,40.9,34.7,29.15,30.75,28.03,32.6,34.28
AT1G07450,49.28,51.36,52.26,28,31.05,34.34,28.76,31.81
AT1G07470,516.17,716.07,491.22,758.24,710.14,892.09,794.09,690.68
AT1G07500,47.51,43.97,54.01,95.74,93.57,92.24,63.41,76.92
AT1G07510,839.73,832.65,1362.98,915.36,868.39,1145.29,981.75,944.07
AT1G07520,69.11,114.83,91.55,51.08,55.08,64.54,65.81,67.03
AT1G07530,184.84,163.5,179.39,215.07,156.9,207,163.53,223.43
AT1G07550,23.27,19.01,23.66,24.83,40.55,36.15,37.61,45.24
AT1G07560,241.5,329.12,850.93,183.76,591.13,432.52,737.29,553.48
AT1G07570,128.91,65.88,72.7,96.1,77.55,76.24,85.32,106.36
AT1G07590,83.07,77.94,87.64,86.32,89.99,76.6,100.55,88.89
AT1G07600,4765.17,6382.45,5263.95,22413.38,23311.32,24197.11,22984.85,25583.94
AT1G07610,2041.42,2010.93,2613.31,11998.01,13918.74,12536.7,12762.45,14399.18
AT1G07620,83.18,98.4,84.47,76.07,88.54,65.14,99.89,55.38
AT1G07630,146.18,113.37,262.78,164.5,132.39,127,126.96,307.41
AT1G07640,462.39,239.83,218.74,460.14,603.93,1302.8,266.69,131.58
AT1G07650,278.9,621.58,829.9,104.89,364.89,202.97,422.67,416.84
AT1G07670,992.74,1183.6,1209.36,782.06,724.64,937.62,769.17,878.59
AT1G07690,31.83,29.85,30.29,22.69,23.73,27.3,25.3,25.97
AT1G07700,110.67,80.77,71.51,167.49,277.08,319.46,162.57,440.82
AT1G07705,120.03,109.34,117.37,138.97,86.55,112.75,90.44,126.17
AT1G07720,23.14,23.99,24.17,23.5,25.26,22.78,22.34,27.41
AT1G07730,501.18,779.64,2054.84,236.76,184.06,264.52,241.71,118.47
AT1G07740,27.13,29.01,26.78,25.72,22.54,26.16,26.01,23.21
AT1G07750,4649.37,2605.47,2704.94,2778.96,1390.19,2348.59,1503.47,3508.25
AT1G07770,2170.24,4337.62,2805.97,5785.18,4698.03,4767.74,6377.87,3932.23
AT1G07790,421.51,497.83,436.21,809.16,832.45,744.38,1267.23,406.35
AT1G07820,776.51,633.44,534.35,1384.01,964.7,929.63,1512.08,852.71
AT1G07830,214.69,324.17,238.73,461.79,490.65,561.38,652.35,197.25
AT1G07840,95.69,103.14,87.04,165.99,139.2,108.61,103.18,140.17
AT1G07870,347.91,280.59,414.96,280.51,424.84,371.2,533.45,601.48
AT1G07880,334.77,256.62,151.1,157.25,150.15,48.82,111.38,32.22
AT1G07890,17258.17,15751.77,16586.14,12360.78,8367.13,10710.29,8796.38,10545.99
AT1G07910,71.88,80.07,196.31,55.49,73.06,56.41,69.62,43.93
AT1G07960,182.88,224.2,131.85,420.39,329.56,302.02,382.05,409.88
AT1G07970,280.8,303.44,287.09,283.29,297.46,292.97,359.4,211.46
AT1G07980,166.92,131.65,80.56,237.2,192.94,206.86,194.47,213.05
AT1G07990,80.14,149.85,97.11,180.22,180.72,182.8,114.27,242.15
AT1G08000,45.79,47.45,43.35,36.73,28.89,30.37,35.89,34.91
AT1G08020,26.64,30.64,24.39,41.51,34.1,31.68,34.15,29.12
AT1G08030,90.79,82.21,84.92,185.01,100.02,147.78,105.61,119.29
AT1G08040,509.47,497.67,341.74,699.38,495.92,497.66,461.89,368.15
AT1G08050,125.64,199.94,135.2,126.45,124.61,175.73,153.78,113.54
AT1G08060,213.58,224.86,294.85,143.5,98.05,130.61,101.14,105.58
AT1G08110,385.91,358.54,356.33,1618.1,1359.77,1560.3,1001.29,1102.15
AT1G08130,602.13,463.57,523.47,426.89,275.94,325.18,299.59,248.24
AT1G08180,21.73,21.55,21.52,22.55,28.22,21.44,24.79,41.8
AT1G08190,407.54,588.5,566.26,697.63,638.22,812.5,988.92,952.87
AT1G08210,348.71,205.75,198.58,257.42,155.7,129,126.25,85.45
AT1G08220,318.47,224.07,249.11,344.78,302.37,303.72,384.41,281.74
AT1G08230,71.77,91.37,51.2,41.83,65.05,35.79,41.48,30.33
AT1G08250,1247.21,1470.28,2645.26,963.27,770.31,752.65,1031.48,987.08
AT1G08260,24.55,28.68,28.46,32.47,37.06,32.2,30.46,23.37
AT1G08270,18.24,18.49,22.58,19.87,20.33,19.63,19.4,19.16
AT1G08280,435.06,359.46,281.8,473.6,304.13,204.26,252.94,359.52
AT1G08310,246.14,399.23,360.75,96.93,162.62,133.65,247.38,76.69
AT1G08320,378.99,569.04,613.5,240.75,248.86,292.89,238.06,330.97
AT1G08325,705.7,1402.78,2695.52,277.64,648.95,628.76,830.4,923.59
AT1G08340,136.67,184.75,92.6,123.64,76.34,98.39,168.1,51.51
AT1G08350,227.36,199.1,259.79,173.15,219.37,175.49,255.7,228.77
AT1G08360,1798.37,2541.2,2230,4551.6,4137.25,4030.25,5934.72,2256.71
AT1G08370,629.44,610.03,512.7,297.81,267.85,426.54,229.78,254.59
AT1G08380,53.21,57.92,57.6,70.79,149.18,78.33,95.18,212.03
AT1G08390,82.7,62.35,65.86,59.68,73.91,54.47,78.21,42.86
AT1G08420,25.17,20.56,21.26,54.02,28.02,28.11,25.71,47.75
AT1G08430,186.22,251.08,684.69,230.49,368.31,220.4,390.41,157.03
AT1G08450,635.79,521.64,381.48,649.14,316.25,423.67,341.3,594.39
AT1G08460,1340.58,1102,802.33,867.77,765.13,724.26,641.77,792.95
AT1G08470,720.79,535.08,374.2,684.29,577.04,663.18,323.42,532.16
AT1G08480,1821.75,1677.12,899.2,2586.91,3078.84,2776.4,2642.8,1998.7
AT1G08490,258.03,232.41,232.76,171.83,130.61,201.37,150.22,184.67
AT1G08500,1263.11,1827.86,1021.59,964.69,3262.5,3037.91,5045.21,2865.22
AT1G08510,629.32,666.49,680.81,711.51,793.49,953.99,966.37,1437.65
AT1G08520,959.45,728.01,718.44,637.26,595.69,553.71,546.8,725.37
AT1G08540,58.31,47.66,39.07,93.62,72.76,73.01,61.56,118.2
AT1G08550,34.8,26.9,30.38,47.31,45.32,38.25,37.84,33.93
AT1G08560,877.41,375.5,212,1072.49,375.08,229.77,338.66,157.58
AT1G08570,520.33,404.25,378.53,403.24,239.22,282.87,290.46,458.01
AT1G08580,113.04,88.03,73.37,300.04,373.32,280.62,389.84,152.03
AT1G08590,267.15,516.99,288.61,318.98,157.62,152.1,212.34,420.83
AT1G08600,340.19,409.62,554.71,264.4,289.77,347.9,265.93,228.38
AT1G08610,46.53,40.65,34.82,65.03,42.72,38.91,40.87,54.95
AT1G08620,320.44,161.93,274.51,403.28,259.03,285.92,266.89,443.78
AT1G08630,63.46,64.41,69.74,39.01,37.62,39.49,36.3,44.72
AT1G08640,324.08,381.99,271.76,293.66,269.03,185.71,253.63,198.92
AT1G08650,73.31,44.8,42.21,66.53,42.45,32.9,31.65,48.48
AT1G08660,77.57,176.14,167.82,170.88,192.71,199.64,186.03,163.33
AT1G08670,72.31,157.61,159.77,48.12,50.95,52.67,68.62,36.02
AT1G08690,678.12,700.06,665.56,634.75,511.25,618.03,529.32,651.61
AT1G08700,884.62,1156.93,621.76,664.63,638.99,497.3,729.87,588.88
AT1G08710,36.43,31.01,21.84,53.87,54.68,75.7,52.55,56.42
AT1G08720,125.95,112.26,125.32,161.44,145.79,239.34,148.77,213.1
AT1G08730,37.67,31.5,42.16,24.63,25.19,30.49,33.15,25.77
AT1G08750,483.36,295.69,475.55,319.7,284.61,307.61,316.98,214.22
AT1G08770,164.53,204.72,169.13,338.09,196.89,202.74,179.84,297.62
AT1G08780,90.96,79.8,86.9,230.24,377.2,308.49,488.25,204.65
AT1G08800,54.26,56.2,48.63,108.58,59.61,80.83,55.93,260.93
AT1G08810,18.22,16.68,17.2,18.02,18.91,16.79,16.95,17.4
AT1G08830,4853.65,3760.42,4193.9,5515.84,2596.66,3610.81,3335.84,3545.13
AT1G08840,77.55,75.54,95.2,51.1,65.91,61.62,67.95,42.42
AT1G08880,301.45,484.8,261.14,987.67,780.87,732.72,785.47,533.33
AT1G08900,100.61,79.6,103.12,64.94,61.62,66.81,57.49,93.64
AT1G08920,509.83,458.58,386.52,432.72,335.22,423.08,342.08,258.27
AT1G08930,485.22,544.11,1554.47,561.31,627.66,606.45,654.03,2553.26
AT1G08940,344.03,340.07,432.13,573.87,728.3,442.13,662.38,1149.41
AT1G08960,232.95,289.56,180.9,222.35,196.41,212.4,189.73,228.76
AT1G08970,413.84,569.31,260.7,690.67,586.58,862.25,470.29,520.56
AT1G08980,246.18,154.51,215.91,265.9,310.44,128.72,217.73,587.72
AT1G08990,52.79,137.07,76.28,86.37,164.85,174.57,172.25,369.5
AT1G09010,738.02,934.16,1312.2,371.46,389.76,418.4,404.51,509.67
AT1G09020,109.72,67.38,70.17,112.33,79.89,80.56,73.72,144.52
AT1G09060,1226.9,555.82,1003.39,411.47,379.46,731.75,238.95,279.55
AT1G09070,835.34,492.09,388.75,1429.07,1354.81,2674.64,560.26,993.97
AT1G09080,13.66,14.17,14.53,15.36,15.08,15.06,15.88,17.28
AT1G09090,448.63,858.68,2017.77,166.25,382.02,334.26,580.71,436.55
AT1G09100,539.59,515.17,496.27,817.7,441.71,639.7,400.35,682.81
AT1G09130,342.33,257.25,277.96,308.78,202.97,293.13,168.28,316.47
AT1G09140,407.03,342.55,350.07,367.6,385.39,514.11,339.95,486.51
AT1G09150,260.3,258.18,227.85,301.16,266.29,353.77,256.82,178.21
AT1G09155,31.76,36.22,30.83,36.32,58.63,38.65,48.54,60.56
AT1G09160,308.74,285.73,203.93,438.73,276.58,282.32,256.75,279.12
AT1G09170,69.25,96.84,117.72,39.21,66.69,73,112.38,29.26
AT1G09180,46.58,37.16,39.6,32.33,27.79,26.98,29.55,25.82
AT1G09190,28.68,26.67,24.79,46.69,42.97,54.56,54.09,43.99
AT1G09200,1151.04,1675.59,967.59,1401.95,1065.2,671.78,1513.48,606.57
AT1G09210,704.65,1339.89,972.31,1603.31,1102.68,1296.54,981.11,1067.37
AT1G09220,16.51,17.67,16.15,20.72,20.1,19.53,18.64,20.61
AT1G09230,125.75,244.08,176.04,97.46,198.38,131.42,230.1,97.57
AT1G09240,34.22,38.81,33.12,24.59,22.46,24.26,21.76,24.61
AT1G09250,120.19,106.88,126.9,112.58,98.25,93.56,137.78,284.36
AT1G09270,424.55,349.39,360.5,604.08,327.64,411.98,388.2,864.62
AT1G09280,642.42,863.73,1005.78,401.41,563.36,485.85,677.65,344.22
AT1G09300,268.56,116.12,184.6,226.42,231.88,210.12,205.24,283.52
AT1G09310,18.27,17.29,23.82,25.7,86.26,44.96,36.76,26.04
AT1G09320,58.82,59.97,55.47,123.36,69.67,69.35,69.35,137.43
AT1G09330,1685.07,1475.63,988.44,2588.06,1086.22,1421.22,1376.62,2042.31
AT1G09340,153.86,106.04,145.01,91.37,125.19,66.6,99.15,85.75
AT1G09380,87.17,83.49,94.9,48.38,46.52,48.71,47.96,65.95
AT1G09390,731.37,497.13,155.01,564.13,276.22,311.7,151.2,166.62
AT1G09415,62.47,67.74,53.19,92.82,191.59,67.34,87.63,47.26
AT1G09420,110.98,152.17,172.05,106.84,123.37,115.44,154.86,62.91
AT1G09430,800.99,858.98,960.42,1439.57,873.71,791.18,855.48,1780.39
AT1G09440,72,66.91,53.26,134.16,66.98,50.51,70.9,45.35
AT1G09450,91.29,58.33,94.9,42.17,46.81,33.22,43.47,30.16
AT1G09460,96.6,83.46,90.91,162.22,151.6,163.08,100.08,67.59
AT1G09480,58.83,68.35,53.8,78.8,72.41,79.57,69.57,85.76
AT1G09510,27.56,28.19,25.77,25.93,24.43,25.9,22.69,32.14
AT1G09520,385.73,271.64,190.89,257.54,175.25,180.63,202.9,222.94
AT1G09530,70.9,91.52,74.09,59.01,64.76,60.78,59.75,46.35
AT1G09540,150.76,189.22,208.81,55.21,85.97,75.19,103.77,178.14
AT1G09560,3146.01,3805.84,6497.82,1810.18,2736.92,2679.17,2808.68,2407.15
AT1G09570,1079.24,920.13,778.49,1146.56,1272.9,2430.13,958.95,1512.77
AT1G09575,66.61,73.65,67.86,61.72,74.25,191.73,54.22,70.9
AT1G09600,29.56,32.5,35.99,28.53,27.16,26.61,27.02,25.45
AT1G09610,34.79,32.15,27.66,35.26,22.89,25.73,23.84,25.77
AT1G09620,518.31,545,660.61,478.44,380.39,390.8,336.89,421.74
AT1G09630,479.36,448.89,257.86,735.58,729.39,605.05,771.87,615.62
AT1G09640,5381.81,7731.36,8430.2,7277.69,9757.46,10257.14,13598.36,6450.98
AT1G09680,72.82,57.96,59.12,78.96,69.2,79.82,68.59,67.81
AT1G09690,3166.27,3045.16,4092.39,4670.09,4405.88,3307.37,6746.73,2932.79
AT1G09700,28.19,28.95,19.43,22.79,24.83,24.1,20.24,21.21
AT1G09730,146.62,192.29,198.87,175.99,173.78,231.58,195.85,222.21
AT1G09740,306.1,305.48,317.23,696.49,819.21,527.87,879.64,1903.83
AT1G09750,145.35,715.23,684.54,65.07,269.79,264.75,488.55,1217.41
AT1G09760,373.02,349.14,371.67,333.73,298.12,294.77,268.72,227.25
AT1G09770,587.12,673.18,626.37,764.02,624.46,494.39,492.54,590.65
AT1G09780,6844.22,5870.02,5387.62,6738.97,5181.45,7350.78,5517.3,7197.55
AT1G09790,70.76,59.05,74.36,43.26,45.72,36.42,45.59,44.07
AT1G09795,37.98,38.47,35.79,58.77,39.28,37.25,52.6,26.3
AT1G09800,113.24,90.31,117.29,83.78,70.62,75.86,72.91,57.63
AT1G09810,118.58,97.31,137.98,114.87,79.5,89.75,101.16,103.31
AT1G09815,419.48,504.52,273.24,766.38,591.45,565.53,583.38,398.31
AT1G09820,67.05,42.09,50.46,57.98,51.46,61.85,53.66,42.66
AT1G09830,487.61,500.33,427.67,573.82,497.98,471,637.24,524.55
AT1G09840,766.28,537.44,556.93,841.06,784.92,811.69,602.92,576.01
AT1G09850,733.58,566.22,808.82,704.96,734.81,671.3,343.2,1353.05
AT1G09870,424.59,325.28,649.76,258.52,240.98,236.63,177.36,274.8
AT1G09900,99.28,77.89,60.81,135.3,73.66,77.72,91.11,100.62
AT1G09910,415.98,305.98,391.59,354.16,419.13,464.41,400.44,269.72
AT1G09920,338.34,366.24,427.76,697.89,505.77,511.18,423.1,849.69
AT1G09940,200.78,218.73,218.85,217.32,180.79,221.78,236.01,298.28
AT1G09960,211.17,73.53,112.72,266.2,145.11,254.35,119.63,92.81
AT1G09970,173.62,371.32,181.83,2239.54,1012.99,1293.75,893.57,3040.53
AT1G09980,991.88,1193.51,1930.91,341.19,518.16,502.92,1000.93,361.29
AT1G10000,35.19,32.11,33.65,27.08,34.51,32.29,25.65,32.23
AT1G10020,96.49,135.11,101.48,164.87,158.88,159.53,209.3,128.22
AT1G10030,325.36,333.13,289.58,430.53,453.5,376.59,615.15,454.08
AT1G10050,75.62,108.27,100.34,60.66,119.86,84.5,137.19,101.56
AT1G10060,39.48,35.99,41.6,30.02,33.21,30.33,31.17,37.7
AT1G10070,74.4,58.85,85.16,51.97,54.11,41.44,40.15,50.93
AT1G10080,320.78,264.3,218.72,280.38,207.05,281.1,215.11,258.07
AT1G10090,44.83,41.8,55.94,39.99,38.24,42.15,40.6,44.2
AT1G10120,245.4,398.67,350.07,124.62,190.73,227.15,329.09,258.83
AT1G10130,752.52,456.7,734.99,377.29,292.57,330.04,366.28,551.69
AT1G10140,674.33,730.14,553.9,487.95,532.64,612.63,325.41,275.37
AT1G10150,357.39,379.76,428.2,781.6,745.07,1151.78,1408.45,943.93
AT1G10160,134.75,239.74,209.14,61.69,71,78.45,77.15,66.74
AT1G10170,224.71,189.42,408.15,247.33,215.06,222.01,243.61,344.1
AT1G10180,1533.65,790.07,1092.83,536.41,464.39,516.82,360.39,339.17
AT1G10200,219.66,242.5,226.83,441.41,415.35,400.75,395.02,403.62
AT1G10210,127.37,87.87,144.45,125.13,101.61,85.47,104.24,164.88
AT1G10230,76.96,65.95,55.21,116.97,110.31,81.87,98.63,68.5
AT1G10240,329.65,227.1,267.27,149.39,173.97,176.1,189.79,141.19
AT1G10250,21.39,18.01,17.58,37.88,20.21,20.59,20.78,39.93
AT1G10270,239.32,200.32,375.17,235.96,237.99,228.24,241.31,171
AT1G10290,318.66,615.25,573.47,562.43,473.92,579.77,473.97,613
AT1G10310,354.21,279.2,218.04,347.99,351.18,389.25,358.95,209.05
AT1G10320,42.5,125.1,154.97,31.62,164.51,77.64,209.46,39.1
AT1G10330,114.41,97.6,83.65,80.16,68.06,87.4,116.42,82.2
AT1G10340,74.75,68.25,77.53,109.46,105.27,99.55,109.74,339.77
AT1G10350,625.73,399.33,416.19,595.44,659.89,830.68,610.03,676.02
AT1G10360,44.88,88.73,92.55,44.6,82.84,44.3,79.81,42.06
AT1G10370,99.78,101.46,73.06,77.68,74.85,63.11,71.3,63.3
AT1G10380,1492.19,718.41,448.17,514.57,1213.14,2672,236.97,208.51
AT1G10390,158.71,219.3,245.51,370.33,302.14,314.92,241.41,345.18
AT1G10400,68.64,50.74,42.15,40.42,42.02,38.11,55.99,83.92
AT1G10410,1021.61,670.08,1915.84,960.15,645.95,711.21,1064.34,565.2
AT1G10430,373.94,258.27,265.62,795.72,419.97,575.43,513.28,774.82
AT1G10460,554.96,441.95,162.32,274.38,226.55,199.01,264.82,155.14
AT1G10470,2383.61,1541.62,1254.65,3309.14,2951.07,1936,3285.12,2348.78
AT1G10480,61.25,82.67,68.27,58.78,107.01,107.99,56.02,40.49
AT1G10490,142.82,192.06,314.63,172.28,154.66,179.61,182.52,109.58
AT1G10500,256.62,255.52,243.5,317.29,259.69,270.63,269.05,321.3
AT1G10510,159.93,181.43,168.01,287.67,204.32,247.73,225.94,250.48
AT1G10522,42.59,55.62,43.92,42,43.31,40.26,51.28,38.27
